age,nationality,current_residence,marital_status,dependents,education_level,occupation,work_experience_years,sponsorship_status,financial_status,language_proficiency,purpose_of_travel,intended_duration,travel_history,target_country,visa_category (Label),previous_visa_rejections,criminal_record_check,medical_exam_status,document_completeness_score,visa_fee_payment_status,processing_time_days
21.0,Ghana,Algeria,Single,2.0,Master,Analyst,37.0,Family Sponsor,Medium,IELTS 8.5,Work,730,Rejected,Australia,Work,1,Minor Offense,Failed,67,Paid,85
58.0,Singapore,Algeria,Married,3.0,High School,Driver,5.0,Family Sponsor,Medium,Unknown,Tourism,30,Previous Visa,Australia,Visitor,0,Minor Offense,Passed,96,Paid,42
35.0,India,Singapore,Married,0.0,High School,Designer,26.0,University Admission,Medium,IELTS 5.5,Study,365,Clean,UK,Student,0,Clear,Passed,78,Paid,71
23.0,Vietnam,South Africa,Single,1.0,Master,Analyst,1.0,University Admission,Low,TOEFL 107,Family,30,Clean,Canada,Family,0,Clear,Passed,83,Paid,46
31.0,Switzerland,Brazil,Single,3.0,Bachelor,Developer,13.0,Family Sponsor,Medium,TOEFL 112,Family,30,Clean,Australia,Family,0,Clear,Passed,60,Pending,45
31.0,Norway,Vietnam,Single,1.0,Master,Nurse,26.0,Family Sponsor,Medium,IELTS 6.5,Work,730,Previous Visa,US,Work,0,Clear,Passed,87,Paid,75
23.0,Portugal,UK,Single,1.0,High School,Analyst,34.0,Family Sponsor,Medium,TOEFL 108,Work,730,Previous Visa,UK,Work,1,Clear,Passed,65,Waived,85
51.0,South Africa,Canada,Single,2.0,High School,Chef,1.0,Unknown,Medium,IELTS 5.0,Work,730,Rejected,Australia,Work,0,Minor Offense,Passed,97,Paid,73
19.0,Norway,Singapore,Single,2.0,Bachelor,Manager,11.0,University Admission,Medium,TOEFL 68,Work,730,Clean,UK,Work,0,Clear,Pending,87,Paid,78
24.0,Peru,Philippines,Married,0.0,High School,Farmer,4.0,Job Offer,Low,Unknown,Work,730,Previous Visa,US,Work,0,Clear,Failed,89,Paid,71
26.0,Italy,Malaysia,Married,4.0,Master,Developer,30.0,Job Offer,Medium,IELTS 8.5,Study,365,Clean,Canada,Student,0,Clear,Passed,78,Waived,67
34.0,Argentina,Nigeria,Single,2.0,Bachelor,Driver,38.0,Job Offer,Medium,IELTS 5.0,PR,30,Clean,Australia,PR,0,Clear,Pending,81,Paid,41
48.0,Indonesia,Japan,Divorced,2.0,Bachelor,Doctor,15.0,Unknown,Low,TOEFL 89,Study,365,Clean,UK,Student,0,Clear,Passed,99,Paid,62
41.0,New Zealand,Colombia,Single,1.0,Master,Teacher,13.0,Family Sponsor,Medium,TOEFL 108,Tourism,30,Clean,UK,Visitor,0,Clear,Passed,61,Paid,52
61.0,Vietnam,UAE,Single,3.0,High School,Designer,2.0,Family Sponsor,Medium,Unknown,Tourism,30,Clean,Canada,Visitor,0,Clear,Passed,60,Paid,54
37.0,Argentina,Turkey,Single,5.0,Bachelor,Nurse,28.0,Unknown,Medium,TOEFL 72,Special,30,Clean,US,Special,0,Clear,Pending,83,Paid,44
42.0,Turkey,Netherlands,Divorced,2.0,High School,Developer,8.0,Job Offer,Low,Unknown,Study,365,Rejected,UK,Unknown,0,Clear,Passed,93,Paid,68
32.0,Ireland,France,Married,3.0,High School,Driver,24.0,Family Sponsor,Medium,IELTS 6.5,Work,730,Rejected,UK,Work,0,Clear,Passed,87,Paid,72
42.0,Switzerland,Nepal,Single,2.0,Master,Developer,20.0,Family Sponsor,High,TOEFL 82,Family,30,Previous Visa,UK,Family,0,Clear,Passed,83,Paid,47
46.0,Kuwait,Saudi Arabia,Married,2.0,Master,Driver,12.0,Job Offer,Low,TOEFL 60,Tourism,30,Clean,UK,Visitor,2,Clear,Passed,63,Paid,65
42.0,Nepal,Turkey,Married,2.0,PhD,Engineer,20.0,Family Sponsor,Low,Unknown,Special,30,Rejected,Canada,Special,0,Clear,Passed,97,Paid,48
53.0,Brazil,South Korea,Married,0.0,Bachelor,Developer,35.0,Family Sponsor,Medium,Unknown,Study,365,Clean,Australia,Student,0,Clear,Failed,87,Paid,69
65.0,Ethiopia,Spain,Single,2.0,Master,Manager,30.0,Job Offer,Low,TOEFL 90,Tourism,30,Clean,US,Visitor,0,Clear,Passed,100,Pending,42
49.0,Chile,Canada,Single,5.0,Bachelor,Student,7.0,Family Sponsor,Medium,IELTS 5.5,Study,365,Clean,Germany,Student,2,Clear,Passed,73,Paid,81
30.0,Philippines,Egypt,Single,0.0,Bachelor,Engineer,7.0,Job Offer,High,IELTS 7.0,Work,730,Clean,US,Work,1,Clear,Passed,96,Paid,79
29.0,Peru,Oman,Single,4.0,High School,Developer,20.0,Unknown,Low,IELTS 5.5,Study,365,Previous Visa,US,Student,0,Minor Offense,Passed,96,Paid,65
56.0,Colombia,Nigeria,Single,5.0,High School,Driver,14.0,Job Offer,Low,IELTS 5.0,Work,730,Clean,US,Work,0,Clear,Passed,82,Paid,75
37.0,Switzerland,Poland,Married,0.0,Bachelor,Doctor,18.0,Unknown,Medium,IELTS 7.5,Study,365,Clean,Germany,Student,1,Clear,Passed,88,Paid,75
31.0,New Zealand,Malaysia,Married,2.0,High School,Student,24.0,Job Offer,Low,IELTS 7.5,Work,730,Clean,Australia,Work,0,Clear,Passed,100,Paid,69
65.0,Peru,Philippines,Married,4.0,High School,Technician,9.0,University Admission,Medium,TOEFL 99,Study,365,Clean,Canada,Student,0,Clear,Passed,69,Paid,68
56.0,Turkey,UK,Single,1.0,Bachelor,Student,1.0,Job Offer,Medium,TOEFL 106,Study,365,Previous Visa,Germany,Student,0,Clear,Passed,92,Paid,62
27.0,Nigeria,Colombia,Single,4.0,High School,Chef,3.0,Unknown,Medium,IELTS 6.5,Study,365,Clean,Germany,Student,0,Minor Offense,Passed,96,Paid,64
22.0,Australia,Italy,Single,1.0,High School,Nurse,32.0,Job Offer,Medium,IELTS 6.5,Work,730,Clean,UK,Work,1,Clear,Passed,82,Paid,83
41.0,Paraguay,Turkey,Married,5.0,Bachelor,Teacher,24.0,Family Sponsor,Low,IELTS 5.0,PR,30,Clean,Australia,PR,2,Clear,Passed,95,Paid,55
25.0,Ghana,Oman,Single,4.0,Bachelor,Teacher,16.0,University Admission,Medium,IELTS 5.5,Tourism,30,Rejected,Australia,Visitor,0,Clear,Passed,64,Paid,48
48.0,Sri Lanka,Tunisia,Single,4.0,High School,Student,36.0,Unknown,Medium,IELTS 5.5,Tourism,30,Clean,UK,Visitor,0,Minor Offense,Passed,80,Waived,49
50.0,Turkey,Bangladesh,Married,5.0,Master,Student,34.0,Job Offer,High,IELTS 6.5,PR,30,Clean,Canada,PR,0,Clear,Pending,74,Paid,46
40.0,Kenya,Peru,Married,3.0,Bachelor,Student,29.0,Family Sponsor,Medium,TOEFL 66,Family,30,Clean,US,Family,1,Clear,Passed,89,Waived,46
41.0,India,Ghana,Single,4.0,High School,Developer,28.0,Unknown,Medium,IELTS 5.5,Work,730,Clean,Canada,Work,1,Clear,Passed,71,Paid,83
65.0,Sri Lanka,Morocco,Divorced,4.0,High School,Driver,13.0,Job Offer,Medium,Unknown,Tourism,30,Clean,UK,Visitor,1,Clear,Passed,78,Paid,56
23.0,Nigeria,Thailand,Married,1.0,Master,Driver,20.0,Family Sponsor,Medium,IELTS 8.0,Tourism,30,Clean,US,Visitor,1,Minor Offense,Failed,80,Paid,52
24.0,Egypt,Malaysia,Single,1.0,High School,Engineer,12.0,Family Sponsor,Medium,IELTS 8.0,Tourism,30,Clean,UK,Visitor,0,Minor Offense,Passed,79,Paid,50
63.0,Pakistan,Mexico,Married,1.0,PhD,Student,37.0,Family Sponsor,Medium,TOEFL 71,Work,730,Clean,Canada,Work,0,Clear,Pending,70,Paid,77
64.0,Nigeria,Philippines,Married,4.0,Bachelor,Manager,23.0,Family Sponsor,Low,IELTS 7.5,Work,730,Clean,Australia,Work,0,Clear,Passed,74,Paid,78
35.0,Saudi Arabia,New Zealand,Married,2.0,High School,Developer,30.0,University Admission,Medium,IELTS 7.5,Study,365,Clean,UK,Student,1,Clear,Passed,78,Paid,79
59.0,Portugal,Singapore,Single,0.0,High School,Doctor,5.0,Job Offer,Medium,TOEFL 78,Work,730,Clean,Australia,Work,0,Clear,Passed,85,Paid,68
56.0,Paraguay,Egypt,Single,0.0,Bachelor,Student,31.0,Unknown,Medium,TOEFL 76,Study,365,Clean,UK,Student,0,Minor Offense,Passed,63,Paid,69
44.0,Paraguay,Indonesia,Single,1.0,High School,Technician,8.0,Job Offer,Medium,IELTS 6.5,Family,30,Previous Visa,Canada,Family,0,Clear,Failed,63,Paid,48
26.0,Argentina,Switzerland,Married,3.0,Bachelor,Analyst,19.0,Unknown,Medium,IELTS 5.5,Work,730,Clean,Australia,Work,0,Clear,Passed,77,Paid,76
23.0,Italy,Canada,Single,2.0,PhD,Designer,32.0,Unknown,High,Unknown,Work,730,Clean,Australia,Work,0,Clear,Passed,62,Paid,79
53.0,Ghana,Belgium,Married,5.0,Master,Nurse,6.0,Job Offer,High,TOEFL 94,Family,30,Previous Visa,US,Family,0,Clear,Passed,98,Paid,51
51.0,Chile,China,Single,1.0,High School,Teacher,0.0,University Admission,Medium,IELTS 7.5,Study,365,Clean,Australia,Student,0,Clear,Passed,85,Paid,69
18.0,Qatar,UAE,Widowed,0.0,Bachelor,Engineer,40.0,Family Sponsor,Low,IELTS 6.5,Study,365,Previous Visa,Australia,Student,0,Clear,Passed,89,Paid,70
60.0,Peru,Qatar,Married,2.0,Master,Accountant,30.0,University Admission,Medium,IELTS 5.5,Study,365,Clean,UK,Student,0,Clear,Passed,87,Paid,70
29.0,Poland,Tunisia,Single,2.0,High School,Manager,25.0,Family Sponsor,Medium,TOEFL 60,Family,30,Previous Visa,Australia,Family,0,Minor Offense,Failed,67,Paid,48
18.0,Ireland,Japan,Married,0.0,High School,Teacher,8.0,Family Sponsor,High,IELTS 5.5,Family,30,Clean,Australia,Family,1,Clear,Passed,79,Paid,50
43.0,China,Honduras,Married,3.0,Master,Doctor,8.0,Unknown,Medium,IELTS 8.5,Work,730,Clean,Canada,Work,0,Clear,Passed,84,Paid,75
46.0,Nigeria,New Zealand,Married,5.0,Bachelor,Nurse,15.0,University Admission,Medium,TOEFL 67,Special,30,Clean,UK,Special,0,Clear,Passed,72,Paid,43
47.0,Honduras,Sweden,Single,1.0,Master,Student,25.0,University Admission,Low,TOEFL 76,Study,365,Clean,UK,Student,1,Clear,Passed,91,Pending,73
30.0,Thailand,Canada,Single,4.0,Bachelor,Artist,22.0,University Admission,High,IELTS 7.5,PR,30,Previous Visa,UK,PR,0,Clear,Passed,64,Paid,45
58.0,Turkey,Honduras,Single,2.0,Bachelor,Technician,38.0,University Admission,Medium,TOEFL 97,Tourism,30,Clean,Australia,Visitorrr,1,Minor Offense,Passed,64,Paid,59
55.0,Japan,Atlantis,Divorced,2.0,Bachelor,Chef,21.0,Job Offer,High,IELTS 7.0,Special,30,Rejected,Canada,Unknown,0,Clear,Passed,91,Paid,48
60.0,Tunisia,Ireland,Single,3.0,Bachelor,Engineer,4.0,Job Offer,Medium,IELTS 5.5,Work,730,Clean,US,Work,0,Minor Offense,Passed,65,Paid,71
23.0,Malaysia,Uruguay,Married,1.0,Bachelor,Student,8.0,Unknown,High,Unknown,Work,730,Clean,Australia,Work,0,Clear,Passed,64,Paid,79
59.0,Australia,Uruguay,Married,4.0,High School,Designer,25.0,University Admission,Medium,TOEFL 98,Tourism,30,Rejected,Canada,Visitor,0,Clear,Passed,77,Paid,44
64.0,Morocco,Sri Lanka,Married,4.0,Bachelor,Technician,14.0,Family Sponsor,Medium,IELTS 6.5,Family,30,Clean,UK,Family,0,Clear,Passed,90,Paid,40
20.0,Finland,Honduras,Divorced,2.0,Master,Farmer,38.0,Unknown,Low,TOEFL 115,Study,365,Previous Visa,UK,Student,0,Clear,Passed,62,Paid,75
58.0,Italy,Venezuela,Single,4.0,High School,Artist,23.0,Family Sponsor,Medium,TOEFL 60,Work,730,Previous Visa,Germany,Work,2,Clear,Pending,100,Paid,84
30.0,Germany,Thailand,Single,0.0,Master,Analyst,17.0,Job Offer,High,TOEFL 65,Family,30,Previous Visa,Canada,Family,0,Clear,Passed,84,Paid,39
36.0,South Africa,Venezuela,Single,0.0,Master,Teacher,36.0,Job Offer,Medium,TOEFL 73,Tourism,30,Rejected,US,Visitor,1,Clear,Pending,71,Paid,55
39.0,France,Indonesia,Married,3.0,Master,Driver,17.0,Job Offer,Medium,IELTS 5.5,Work,730,Clean,Canada,Work,0,Clear,Passed,76,Paid,76
33.0,Guatemala,Italy,Married,1.0,Bachelor,Analyst,38.0,Job Offer,Medium,TOEFL 78,Work,730,Previous Visa,US,Work,1,Clear,Passed,67,Paid,81
36.0,New Zealand,Morocco,Married,3.0,Bachelor,Chef,1.0,University Admission,Medium,TOEFL 96,Work,730,Clean,UK,Work,0,Clear,Passed,91,Paid,72
43.0,Austria,UK,Single,4.0,High School,Technician,8.0,University Admission,High,TOEFL 107,Tourism,30,Clean,US,Visitor,0,Clear,Passed,82,Paid,48
61.0,Norway,Australia,Married,3.0,Bachelor,Chef,26.0,Family Sponsor,High,Unknown,Study,365,Clean,US,Student,0,Clear,Passed,98,Paid,63
50.0,France,Turkey,Single,5.0,Bachelor,Doctor,18.0,Unknown,Medium,Unknown,Work,730,Previous Visa,Germany,Work,0,Pending,Passed,73,Paid,81
35.0,Ireland,Nigeria,Married,1.0,Bachelor,Developer,5.0,Family Sponsor,Low,TOEFL 93,Work,730,Previous Visa,Australia,Work,1,Clear,Passed,67,Waived,85
23.0,New Zealand,Ghana,Single,0.0,High School,Doctor,8.0,Job Offer,Medium,TOEFL 95,Tourism,30,Clean,US,Visitor,0,Clear,Passed,70,Paid,44
40.0,South Korea,France,Single,4.0,High School,Nurse,0.0,University Admission,Medium,IELTS 5.5,Family,30,Clean,Canada,Family,0,Clear,Passed,87,Paid,43
44.0,Colombia,Singapore,Single,3.0,Master,Technician,11.0,Unknown,Medium,Unknown,Tourism,30,Clean,Canada,Visitor,0,Clear,Passed,99,Paid,43
39.0,Sweden,Italy,Widowed,2.0,Master,Sales,7.0,University Admission,Medium,IELTS 7.0,Work,730,Previous Visa,UK,Unknown,0,Clear,Passed,65,Paid,79
61.0,Saudi Arabia,Morocco,Single,1.0,Master,Student,19.0,University Admission,Low,TOEFL 77,Work,730,Clean,Canada,Work,2,Clear,Passed,91,Paid,83
29.0,Peru,Greece,Widowed,1.0,Bachelor,Developer,15.0,Family Sponsor,High,IELTS 8.0,Work,730,Clean,Canada,Work,2,Clear,Pending,73,Paid,89
55.0,Switzerland,Nepal,Single,1.0,High School,Sales,18.0,Job Offer,Medium,IELTS 5.5,Work,730,Clean,UK,Work,2,Clear,Passed,84,Paid,88
33.0,Portugal,Thailand,Single,1.0,High School,Analyst,25.0,Unknown,High,IELTS 6.0,Tourism,30,Clean,Canada,Visitor,0,Clear,Failed,98,Paid,47
38.0,New Zealand,Portugal,Single,5.0,Bachelor,Sales,3.0,Job Offer,Medium,IELTS 5.0,Work,730,Clean,UK,Work,0,Clear,Passed,79,Paid,70
26.0,Kuwait,Algeria,Married,3.0,Bachelor,Designer,13.0,Job Offer,High,TOEFL 109,Tourism,30,Clean,US,Visitor,2,Clear,Passed,66,Paid,64
56.0,New Zealand,China,Single,2.0,High School,Farmer,4.0,Family Sponsor,Medium,IELTS 6.0,Special,30,Clean,US,Special,0,Clear,Passed,68,Paid,44
26.0,Paraguay,Portugal,Single,2.0,Bachelor,Artist,6.0,University Admission,High,IELTS 5.0,PR,30,Clean,Canada,PR,2,Clear,Passed,61,Paid,59
62.0,Paraguay,Malaysia,Married,0.0,High School,Artist,22.0,Unknown,Low,TOEFL 62,Tourism,30,Clean,US,Visitor,2,Clear,Passed,99,Paid,64
65.0,Portugal,Ethiopia,Single,0.0,Bachelor,Designer,0.0,Job Offer,High,TOEFL 75,PR,30,Clean,Australia,PR,1,Clear,Passed,61,Waived,56
44.0,Germany,Bangladesh,Single,5.0,High School,Artist,15.0,Family Sponsor,Medium,Unknown,Study,365,Clean,Germany,Student,0,Clear,Passed,73,Paid,66
48.0,Nepal,Oman,Single,1.0,Bachelor,Teacher,40.0,Job Offer,Medium,IELTS 6.0,Special,30,Previous Visa,US,Special,0,Clear,Passed,97,Pending,43
58.0,Egypt,Malaysia,Single,5.0,High School,Farmer,26.0,Job Offer,High,TOEFL 89,Study,365,Clean,UK,Student,1,Clear,Passed,70,Paid,84
32.0,China,Belgium,Single,3.0,High School,Designer,20.0,Job Offer,Medium,TOEFL 99,Family,30,Clean,Australia,Family,0,Clear,Failed,73,Paid,48
26.0,Germany,Italy,Single,1.0,Bachelor,Teacher,0.0,Job Offer,Medium,TOEFL 93,Family,30,Previous Visa,UK,Family,0,Clear,Passed,71,Pending,41
61.0,Nigeria,Chile,Single,4.0,Master,Sales,1.0,Family Sponsor,High,IELTS 6.0,Work,730,Clean,UK,Work,0,Clear,Passed,94,Paid,69
29.0,Peru,Morocco,Married,5.0,Bachelor,Engineer,12.0,Job Offer,Medium,TOEFL 93,PR,30,Clean,UK,PR,2,Clear,Pending,73,Paid,63
24.0,China,Tunisia,Married,3.0,High School,Engineer,25.0,Unknown,Medium,TOEFL 81,Tourism,30,Clean,UK,Visitor,0,Clear,Passed,90,Pending,44
45.0,Indonesia,Sri Lanka,Single,1.0,High School,Technician,36.0,University Admission,Medium,TOEFL 68,Work,730,Previous Visa,Canada,Work,0,Clear,Passed,71,Paid,77
32.0,Italy,Morocco,Married,3.0,Bachelor,Chef,4.0,Family Sponsor,Low,TOEFL 105,Tourism,30,Clean,Germany,Visitor,0,Clear,Passed,91,Pending,49
21.0,Ghana,Venezuela,Married,0.0,High School,Accountant,9.0,Job Offer,Medium,TOEFL 89,Family,30,Rejected,UK,Family,0,Clear,Passed,79,Paid,41
59.0,Ghana,South Africa,Single,1.0,Bachelor,Sales,18.0,Family Sponsor,Medium,TOEFL 90,Work,730,Clean,Australia,Work,3,Clear,Passed,62,Paid,98
51.0,Saudi Arabia,Canada,Single,4.0,High School,Designer,29.0,University Admission,High,IELTS 8.0,Work,730,Clean,Australia,Work,0,Clear,Passed,84,Paid,63
50.0,Italy,India,Married,4.0,High School,Developer,17.0,University Admission,High,TOEFL 81,Study,365,Previous Visa,US,Student,0,Clear,Pending,68,Paid,68
45.0,Ghana,Morocco,Married,4.0,Master,Student,25.0,Unknown,Medium,TOEFL 75,Tourism,30,Previous Visa,Canada,Visitor,1,Minor Offense,Passed,88,Paid,53
64.0,Venezuela,Philippines,Single,2.0,Master,Engineer,22.0,University Admission,Low,TOEFL 93,PR,30,Clean,Canada,PR,1,Clear,Passed,97,Paid,43
23.0,Thailand,Canada,Single,0.0,PhD,Developer,38.0,University Admission,Medium,IELTS 5.0,Study,365,Clean,UK,Student,0,Clear,Pending,93,Paid,71
19.0,Philippines,Qatar,Single,0.0,High School,Manager,31.0,Job Offer,High,Unknown,Family,30,Clean,US,Family,1,Clear,Passed,70,Paid,48
18.0,Portugal,New Zealand,Single,2.0,Master,Designer,20.0,University Admission,Medium,TOEFL 93,Family,30,Clean,US,Family,0,Clear,Passed,87,Pending,41
39.0,Morocco,Finland,Married,0.0,Master,Analyst,20.0,Job Offer,High,TOEFL 67,Work,730,Previous Visa,Canada,Work,0,Clear,Failed,70,Paid,76
54.0,Denmark,Colombia,Married,3.0,Bachelor,Analyst,22.0,University Admission,Medium,TOEFL 75,Family,30,Clean,Australia,Family,1,Clear,Passed,100,Paid,51
55.0,Guatemala,Vietnam,Single,2.0,PhD,Student,26.0,Family Sponsor,Medium,TOEFL 78,Family,30,Rejected,UK,Family,1,Clear,Passed,100,Paid,42
23.0,Belgium,Japan,Single,0.0,PhD,Doctor,20.0,University Admission,Medium,Unknown,Family,30,Rejected,Canada,Family,1,Clear,Passed,81,Paid,54
50.0,Singapore,Germany,Married,2.0,Bachelor,Engineer,6.0,University Admission,High,TOEFL 87,Work,730,Clean,Canada,Work,2,Clear,Passed,96,Paid,84
39.0,Tunisia,Brazil,Single,2.0,High School,Accountant,37.0,Family Sponsor,Medium,IELTS 7.5,Work,730,Clean,US,Work,0,Clear,Passed,77,Paid,71
27.0,Ireland,India,Single,2.0,High School,Student,11.0,Unknown,Medium,IELTS 5.5,Tourism,30,Clean,Germany,Visitor,0,Clear,Pending,92,Pending,47
27.0,Thailand,Honduras,Single,1.0,Bachelor,Driver,10.0,Job Offer,Medium,IELTS 7.5,Study,365,Previous Visa,Germany,Student,1,Minor Offense,Passed,77,Paid,77
20.0,Greece,Ethiopia,Single,4.0,High School,Technician,1.0,University Admission,Medium,IELTS 8.0,Tourism,30,Clean,Canada,Visitor,0,Clear,Passed,60,Pending,51
48.0,Denmark,Guatemala,Married,2.0,High School,Technician,11.0,Family Sponsor,High,TOEFL 82,Tourism,30,Clean,Germany,Visitor,1,Clear,Passed,90,Paid,54
35.0,Argentina,Singapore,Single,2.0,High School,Accountant,6.0,Job Offer,Medium,TOEFL 75,Family,30,Clean,US,Family,1,Clear,Passed,97,Paid,46
28.0,Malaysia,Honduras,Single,2.0,High School,Engineer,33.0,Job Offer,Medium,Unknown,Study,365,Clean,US,Student,1,Clear,Passed,96,Paid,73
22.0,Peru,Finland,Married,2.0,High School,Accountant,18.0,Job Offer,High,TOEFL 101,Study,365,Clean,Germany,Student,0,Clear,Passed,73,Paid,72
41.0,Italy,Italy,Married,4.0,Bachelor,Analyst,24.0,Unknown,Medium,Unknown,Family,30,Clean,Canada,Family,0,Clear,Passed,91,Paid,46
59.0,Oman,Poland,Divorced,2.0,Master,Manager,35.0,Unknown,Medium,Unknown,Work,730,Clean,Germany,Work,0,Clear,Passed,75,Paid,71
33.0,Morocco,Sweden,Single,1.0,High School,Developer,19.0,Job Offer,Medium,IELTS 6.5,Study,365,Previous Visa,Australia,Student,0,Clear,Failed,63,Paid,78
43.0,Ghana,Greece,Married,5.0,Master,Driver,15.0,University Admission,Low,Unknown,Work,730,Previous Visa,Germany,Work,0,Clear,Pending,94,Paid,65
23.0,Indonesia,Germany,Single,5.0,High School,Engineer,34.0,University Admission,Medium,IELTS 7.0,Family,30,Clean,Australia,Family,0,Clear,Passed,75,Paid,44
45.0,Spain,Japan,Single,2.0,Master,Engineer,27.0,Unknown,High,IELTS 5.5,Work,730,Clean,Australia,Work,0,Clear,Passed,76,Paid,76
34.0,Malaysia,Colombia,Single,5.0,Bachelor,Sales,27.0,Job Offer,High,Unknown,Study,365,Clean,Canada,Student,0,Clear,Passed,68,Paid,72
32.0,Austria,Pakistan,Married,2.0,Bachelor,Technician,31.0,University Admission,High,Unknown,Study,365,Clean,US,Student,0,Clear,Passed,94,Paid,64
64.0,France,Canada,Single,4.0,High School,Doctor,20.0,Job Offer,Medium,TOEFL 75,Work,730,Clean,Canada,Work,0,Clear,Passed,63,Paid,76
54.0,Ghana,Norway,Married,5.0,Bachelor,Accountant,26.0,University Admission,Medium,TOEFL 93,Special,30,Clean,US,Special,0,Clear,Passed,62,Paid,46
37.0,Bangladesh,Italy,Married,1.0,High School,Doctor,33.0,Job Offer,High,TOEFL 66,Study,365,Clean,Australia,Student,1,Clear,Passed,66,Paid,77
49.0,Venezuela,South Korea,Married,0.0,High School,Manager,30.0,Family Sponsor,High,Unknown,Work,730,Clean,UK,Work,0,Minor Offense,Passed,100,Pending,72
43.0,UAE,Brazil,Single,5.0,Master,Student,6.0,University Admission,Medium,IELTS 8.0,Tourism,30,Clean,Canada,Visitor,0,Clear,Passed,85,Paid,49
34.0,UK,Norway,Single,1.0,High School,Manager,12.0,Unknown,Medium,TOEFL 95,Tourism,30,Clean,US,Visitor,0,Clear,Passed,78,Paid,47
19.0,Tunisia,Egypt,Single,5.0,High School,Farmer,15.0,Unknown,Medium,IELTS 8.5,Work,730,Rejected,US,Work,1,Clear,Pending,95,Paid,80
21.0,Singapore,Germany,Single,4.0,High School,Technician,37.0,Job Offer,High,TOEFL 70,Family,30,Previous Visa,US,Family,0,Clear,Passed,81,Paid,44
48.0,Peru,Germany,Married,0.0,Master,Accountant,4.0,University Admission,Medium,IELTS 6.5,Tourism,30,Clean,Canada,Visitor,0,Clear,Passed,84,Paid,50
20.0,Saudi Arabia,Turkey,Married,2.0,Bachelor,Student,8.0,Unknown,High,TOEFL 84,Work,730,Clean,UK,Work,0,Clear,Pending,87,Paid,74
46.0,Italy,Pakistan,Single,4.0,High School,Student,13.0,Unknown,Low,TOEFL 79,PR,30,Clean,Australia,PR,0,Clear,Passed,81,Paid,41
33.0,South Africa,Kuwait,Single,4.0,Master,Engineer,9.0,Job Offer,Medium,IELTS 5.5,Work,730,Clean,Germany,Work,0,Clear,Passed,78,Pending,72
31.0,Oman,Italy,Single,5.0,High School,Farmer,25.0,Unknown,Medium,TOEFL 81,Tourism,30,Clean,UK,Visitor,0,Clear,Passed,96,Paid,48
45.0,Colombia,Peru,Single,1.0,High School,Driver,3.0,Family Sponsor,High,TOEFL 71,Family,30,Clean,UK,Family,0,Clear,Passed,61,Paid,49
29.0,India,UAE,Married,0.0,Bachelor,Sales,39.0,University Admission,Medium,Unknown,Family,30,Previous Visa,Canada,Family,1,Clear,Passed,89,Paid,49
31.0,Sri Lanka,Turkey,Divorced,3.0,Bachelor,Farmer,17.0,Family Sponsor,Low,IELTS 7.0,Work,730,Previous Visa,UK,Work,2,Minor Offense,Passed,100,Paid,84
19.0,Belgium,Kenya,Single,0.0,Master,Doctor,14.0,Unknown,High,IELTS 8.5,PR,30,Clean,UK,PR,0,Minor Offense,Passed,81,Pending,47
26.0,South Korea,Portugal,Single,2.0,Master,Technician,18.0,University Admission,Medium,TOEFL 68,Study,365,Clean,US,Student,0,Clear,Passed,79,Waived,67
39.0,Malaysia,Paraguay,Divorced,5.0,Bachelor,Accountant,24.0,Unknown,High,TOEFL 86,Work,730,Clean,UK,Work,1,Clear,Passed,91,Paid,80
35.0,Portugal,Pakistan,Single,5.0,High School,Student,17.0,University Admission,Low,TOEFL 105,Tourism,30,Clean,US,Visitor,0,Clear,Passed,99,Paid,44
51.0,Saudi Arabia,France,Married,4.0,Bachelor,Manager,25.0,Job Offer,Medium,TOEFL 100,Work,730,Clean,Australia,Work,0,Clear,Pending,96,Paid,70
55.0,Bangladesh,South Africa,Divorced,5.0,Bachelor,Technician,15.0,Job Offer,Medium,IELTS 5.0,Special,30,Previous Visa,Canada,Special,0,Clear,Passed,86,Paid,46
34.0,Greece,Nigeria,Single,2.0,Master,Analyst,19.0,University Admission,Low,IELTS 7.0,Study,365,Rejected,UK,Student,0,Clear,Passed,83,Paid,70
50.0,South Africa,South Korea,Single,1.0,Master,Doctor,5.0,University Admission,Medium,IELTS 6.0,Work,730,Clean,US,Work,2,Clear,Passed,80,Paid,90
39.0,Qatar,Ghana,Married,5.0,High School,Doctor,11.0,Job Offer,Low,IELTS 6.5,Work,730,Clean,US,Work,1,Clear,Pending,89,Paid,83
30.0,Nepal,Sri Lanka,Married,5.0,High School,Developer,26.0,Job Offer,Medium,TOEFL 78,Work,730,Clean,Canada,Work,0,Clear,Passed,62,Paid,77
33.0,Switzerland,Singapore,Married,5.0,Bachelor,Accountant,1.0,University Admission,High,IELTS 6.5,Family,30,Clean,Canada,Family,0,Clear,Passed,89,Pending,44
