applicant_id,age,nationality,current_residence,marital_status,dependents,education_level,occupation,work_experience_years,sponsorship_status,financial_status,language_proficiency,purpose_of_travel,intended_duration,travel_history,target_country,visa_category (Label),previous_visa_rejections,criminal_record_check,medical_exam_status,document_completeness_score,visa_fee_payment_status
C92288,31,Switzerland,Brazil,Single,3,Bachelor,Developer,13,Family Sponsor,Medium,TOEFL 112,Family,Long-term,Clean,Australia,Family,0,Clear,Passed,60,Pending
C45567,31,Norway,Vietnam,Single,1,Master,Nurse,26,Family Sponsor,Medium,IELTS 6.5,Work,Long-term,Previous Visa,US,Work,0,Clear,Passed,87,Paid
C104907,23,Portugal,UK,Single,1,High School,Analyst,34,Family Sponsor,Medium,TOEFL 108,Work,Short-term,Previous Visa,UK,Work,1,Clear,Passed,65,Waived
C26502,51,South Africa,Canada,Single,2,High School,Chef,1,None,Medium,IELTS 5.0,Work,Long-term,Rejected,Australia,Work,0,Minor Offense,Passed,97,Paid
C61372,19,Norway,Singapore,Single,2,Bachelor,Manager,11,University Admission,Medium,TOEFL 68,Work,Long-term,Clean,UK,Work,0,Clear,Pending,87,Paid
C92551,24,Peru,Philippines,Married,0,High School,Farmer,4,Job Offer,Low,None,Work,Long-term,Previous Visa,US,Work,0,Clear,Failed,89,Paid
C106607,26,Italy,Malaysia,Married,4,Master,Developer,30,Job Offer,Medium,IELTS 8.5,Study,Long-term,Clean,Canada,Student,0,Clear,Passed,78,Waived
C33214,34,Argentina,Nigeria,Single,2,Bachelor,Driver,38,Job Offer,Medium,IELTS 5.0,PR,Permanent,Clean,Australia,PR,0,Clear,Pending,81,Paid
C35807,48,Indonesia,Japan,Divorced,2,Bachelor,Doctor,15,None,Low,TOEFL 89,Study,Long-term,Clean,UK,Student,0,Clear,Passed,99,Paid
C85853,41,New Zealand,Colombia,Single,1,Master,Teacher,13,Family Sponsor,Medium,TOEFL 108,Tourism,Short-term,Clean,UK,Visitor,0,Clear,Passed,61,Paid
C09483,61,Vietnam,UAE,Single,3,High School,Designer,2,Family Sponsor,Medium,None,Tourism,Long-term,Clean,Canada,Visitor,0,Clear,Passed,60,Paid
C28261,37,Argentina,Turkey,Single,5,Bachelor,Nurse,28,None,Medium,TOEFL 72,Special,Long-term,Clean,US,Special,0,Clear,Pending,83,Paid
A06758,unknown,Turkey,Netherlands,Divorced,,High School,Developer,8,Job Offer,Low,None,Study,Permanent,Rejected,UK,,0,Clear,Passed,93,Paid
C103901,32,Ireland,France,Married,3,High School,Driver,24,Family Sponsor,Medium,IELTS 6.5,Work,Short-term,Rejected,UK,Work,0,Clear,Passed,87,Paid
A07550,,Switzerland,Nepal,Single,2,Master,Developer,NaN years,Family Sponsor,High,TOEFL 82,Family,Short-term,Previous Visa,UK,Family,0,Clear,Passed,83,Paid
C02875,46,Kuwait,Saudi Arabia,Married,2,Master,Driver,12,Job Offer,Low,TOEFL 60,Tourism,Long-term,Clean,UK,Visitor,2,Clear,Passed,63,Paid
A07814,120,Nepal,Turkey,Married,five,PhD,Engineer,unknown,Family Sponsor,Low,None,Special,Permanent,Rejected,Canada,Special,0,Clear,Passed,97,Paid
C77875,53,Brazil,South Korea,Married,0,Bachelor,Developer,35,Family Sponsor,Medium,None,Study,Long-term,Clean,Australia,Student,0,Clear,Failed,87,Paid
C98677,65,Ethiopia,Spain,Single,2,Master,Manager,30,Job Offer,Low,TOEFL 90,Tourism,Short-term,Clean,US,Visitor,0,Clear,Passed,100,Pending
C39651,49,Chile,Canada,Single,5,Bachelor,Student,7,Family Sponsor,Medium,IELTS 5.5,Study,Long-term,Clean,Germany,Student,2,Clear,Passed,73,Paid
C15867,30,Philippines,Egypt,Single,0,Bachelor,Engineer,7,Job Offer,High,IELTS 7.0,Work,Long-term,Clean,US,Work,1,Clear,Passed,96,Paid
C02757,29,Peru,Oman,Single,4,High School,Developer,20,None,Low,IELTS 5.5,Study,Long-term,Previous Visa,US,Student,0,Minor Offense,Passed,96,Paid
C09275,56,Colombia,Nigeria,Single,5,High School,Driver,14,Job Offer,Low,IELTS 5.0,Work,Long-term,Clean,US,Work,0,Clear,Passed,82,Paid
C19859,37,Switzerland,Poland,Married,0,Bachelor,Doctor,18,None,Medium,IELTS 7.5,Study,Long-term,Clean,Germany,Student,1,Clear,Passed,88,Paid
C10818,31,New Zealand,Malaysia,Married,2,High School,Student,24,Job Offer,Low,IELTS 7.5,Work,Short-term,Clean,Australia,Work,0,Clear,Passed,100,Paid
C101819,65,Peru,Philippines,Married,4,High School,Technician,9,University Admission,Medium,TOEFL 99,Study,Short-term,Clean,Canada,Student,0,Clear,Passed,69,Paid
C83334,56,Turkey,UK,Single,1,Bachelor,Student,1,Job Offer,Medium,TOEFL 106,Study,Long-term,Previous Visa,Germany,Student,0,Clear,Passed,92,Paid
C41184,27,Nigeria,Colombia,Single,4,High School,Chef,3,None,Medium,IELTS 6.5,Study,Long-term,Clean,Germany,Student,0,Minor Offense,Passed,96,Paid
C61100,22,Australia,Italy,Single,1,High School,Nurse,32,Job Offer,Medium,IELTS 6.5,Work,Short-term,Clean,UK,Work,1,Clear,Passed,82,Paid
C26770,41,Paraguay,Turkey,Married,5,Bachelor,Teacher,24,Family Sponsor,Low,IELTS 5.0,PR,Permanent,Clean,Australia,PR,2,Clear,Passed,95,Paid
C75871,25,Ghana,Oman,Single,4,Bachelor,Teacher,16,University Admission,Medium,IELTS 5.5,Tourism,Long-term,Rejected,Australia,Visitor,0,Clear,Passed,64,Paid
C07113,48,Sri Lanka,Tunisia,Single,4,High School,Student,36,None,Medium,IELTS 5.5,Tourism,Short-term,Clean,UK,Visitor,0,Minor Offense,Passed,80,Waived
C96979,50,Turkey,Bangladesh,Married,5,Master,Student,34,Job Offer,High,IELTS 6.5,PR,Permanent,Clean,Canada,PR,0,Clear,Pending,74,Paid
C69350,40,Kenya,Peru,Married,3,Bachelor,Student,29,Family Sponsor,Medium,TOEFL 66,Family,Short-term,Clean,US,Family,1,Clear,Passed,89,Waived
C03065,41,India,Ghana,Single,4,High School,Developer,28,None,Medium,IELTS 5.5,Work,Short-term,Clean,Canada,Work,1,Clear,Passed,71,Paid
C28145,65,Sri Lanka,Morocco,Divorced,4,High School,Driver,13,Job Offer,Medium,None,Tourism,Long-term,Clean,UK,Visitor,1,Clear,Passed,78,Paid
C51387,23,Nigeria,Thailand,Married,1,Master,Driver,20,Family Sponsor,Medium,IELTS 8.0,Tourism,Long-term,Clean,US,Visitor,1,Minor Offense,Failed,80,Paid
C69945,24,Egypt,Malaysia,Single,1,High School,Engineer,12,Family Sponsor,Medium,IELTS 8.0,Tourism,Long-term,Clean,UK,Visitor,0,Minor Offense,Passed,79,Paid
C36486,63,Pakistan,Mexico,Married,1,PhD,Student,37,Family Sponsor,Medium,TOEFL 71,Work,Short-term,Clean,Canada,Work,0,Clear,Pending,70,Paid
C44310,64,Nigeria,Philippines,Married,4,Bachelor,Manager,23,Family Sponsor,Low,IELTS 7.5,Work,Long-term,Clean,Australia,Work,0,Clear,Passed,74,Paid
C11099,35,Saudi Arabia,New Zealand,Married,2,High School,Developer,30,University Admission,Medium,IELTS 7.5,Study,Long-term,Clean,UK,Student,1,Clear,Passed,78,Paid
C11700,59,Portugal,Singapore,Single,0,High School,Doctor,5,Job Offer,Medium,TOEFL 78,Work,Long-term,Clean,Australia,Work,0,Clear,Passed,85,Paid
C02449,56,Paraguay,Egypt,Single,0,Bachelor,Student,31,None,Medium,TOEFL 76,Study,Long-term,Clean,UK,Student,0,Minor Offense,Passed,63,Paid
C71366,44,Paraguay,Indonesia,Single,1,High School,Technician,8,Job Offer,Medium,IELTS 6.5,Family,Long-term,Previous Visa,Canada,Family,0,Clear,Failed,63,Paid
C03290,26,Argentina,Switzerland,Married,3,Bachelor,Analyst,19,None,Medium,IELTS 5.5,Work,Long-term,Clean,Australia,Work,0,Clear,Passed,77,Paid
C41390,23,Italy,Canada,Single,2,PhD,Designer,32,None,High,None,Work,Long-term,Clean,Australia,Work,0,Clear,Passed,62,Paid
C96958,53,Ghana,Belgium,Married,5,Master,Nurse,6,Job Offer,High,TOEFL 94,Family,Short-term,Previous Visa,US,Family,0,Clear,Passed,98,Paid
C39403,51,Chile,China,Single,1,High School,Teacher,0,University Admission,Medium,IELTS 7.5,Study,Short-term,Clean,Australia,Student,0,Clear,Passed,85,Paid
A06097,18,Qatar,UAE,Widowed,0,Bachelor,Engineer,40,Family Sponsor,Low,IELTS 6.5,Study,Permanent,Previous Visa,Australia,Student,0,Clear,Passed,89,Paid
C93840,60,Peru,Qatar,Married,2,Master,Accountant,30,University Admission,Medium,IELTS 5.5,Study,Long-term,Clean,UK,Student,0,Clear,Passed,87,Paid
C65457,29,Poland,Tunisia,Single,2,High School,Manager,25,Family Sponsor,Medium,TOEFL 60,Family,Short-term,Previous Visa,Australia,Family,0,Minor Offense,Failed,67,Paid
C67816,18,Ireland,Japan,Married,0,High School,Teacher,8,Family Sponsor,High,IELTS 5.5,Family,Long-term,Clean,Australia,Family,1,Clear,Passed,79,Paid
C12801,43,China,Honduras,Married,3,Master,Doctor,8,None,Medium,IELTS 8.5,Work,Short-term,Clean,Canada,Work,0,Clear,Passed,84,Paid
C53089,46,Nigeria,New Zealand,Married,5,Bachelor,Nurse,15,University Admission,Medium,TOEFL 67,Special,Long-term,Clean,UK,Special,0,Clear,Passed,72,Paid
C38687,47,Honduras,Sweden,Single,1,Master,Student,25,University Admission,Low,TOEFL 76,Study,Long-term,Clean,UK,Student,1,Clear,Passed,91,Pending
C30657,30,Thailand,Canada,Single,4,Bachelor,Artist,22,University Admission,High,IELTS 7.5,PR,Permanent,Previous Visa,UK,PR,0,Clear,Passed,64,Paid
A02506,58,Turkey,Honduras,Single,,Bachelor,Technician,38,University Admission,Medium,TOEFL 97,Tourism,Short-term,Clean,Australia,Visitorrr,1,Minor Offense,Passed,64,Paid
A01762,55,Japan,Atlantis,Divorced,2,Bachelor,Chef,21,Job Offer,High,IELTS 7.0,Special,Short-term,Rejected,Canada,,0,Clear,Passed,91,Paid
C48636,60,Tunisia,Ireland,Single,3,Bachelor,Engineer,4,Job Offer,Medium,IELTS 5.5,Work,Long-term,Clean,US,Work,0,Minor Offense,Passed,65,Paid
C60861,23,Malaysia,Uruguay,Married,1,Bachelor,Student,8,None,High,None,Work,Short-term,Clean,Australia,Work,0,Clear,Passed,64,Paid
C66291,59,Australia,Uruguay,Married,4,High School,Designer,25,University Admission,Medium,TOEFL 98,Tourism,Long-term,Rejected,Canada,Visitor,0,Clear,Passed,77,Paid
C85662,64,Morocco,Sri Lanka,Married,4,Bachelor,Technician,14,Family Sponsor,Medium,IELTS 6.5,Family,Short-term,Clean,UK,Family,0,Clear,Passed,90,Paid
C24022,20,Finland,Honduras,Divorced,2,Master,Farmer,38,None,Low,TOEFL 115,Study,Long-term,Previous Visa,UK,Student,0,Clear,Passed,62,Paid
C88948,58,Italy,Venezuela,Single,4,High School,Artist,23,Family Sponsor,Medium,TOEFL 60,Work,Long-term,Previous Visa,Germany,Work,2,Clear,Pending,100,Paid
C58108,30,Germany,Thailand,Single,0,Master,Analyst,17,Job Offer,High,TOEFL 65,Family,Short-term,Previous Visa,Canada,Family,0,Clear,Passed,84,Paid
C50777,36,South Africa,Venezuela,Single,0,Master,Teacher,36,Job Offer,Medium,TOEFL 73,Tourism,Long-term,Rejected,US,Visitor,1,Clear,Pending,71,Paid
C50025,39,France,Indonesia,Married,3,Master,Driver,17,Job Offer,Medium,IELTS 5.5,Work,Long-term,Clean,Canada,Work,0,Clear,Passed,76,Paid
C55939,33,Guatemala,Italy,Married,1,Bachelor,Analyst,38,Job Offer,Medium,TOEFL 78,Work,Long-term,Previous Visa,US,Work,1,Clear,Passed,67,Paid
C31744,36,New Zealand,Morocco,Married,3,Bachelor,Chef,1,University Admission,Medium,TOEFL 96,Work,Short-term,Clean,UK,Work,0,Clear,Passed,91,Paid
C14472,43,Austria,UK,Single,4,High School,Technician,8,University Admission,High,TOEFL 107,Tourism,Short-term,Clean,US,Visitor,0,Clear,Passed,82,Paid
C56967,61,Norway,Australia,Married,3,Bachelor,Chef,26,Family Sponsor,High,None,Study,Short-term,Clean,US,Student,0,Clear,Passed,98,Paid
C102405,50,France,Turkey,Single,5,Bachelor,Doctor,18,None,Medium,None,Work,Short-term,Previous Visa,Germany,Work,0,Pending,Passed,73,Paid
C20476,35,Ireland,Nigeria,Married,1,Bachelor,Developer,5,Family Sponsor,Low,TOEFL 93,Work,Long-term,Previous Visa,Australia,Work,1,Clear,Passed,67,Waived
C50419,23,New Zealand,Ghana,Single,0,High School,Doctor,8,Job Offer,Medium,TOEFL 95,Tourism,Short-term,Clean,US,Visitor,0,Clear,Passed,70,Paid
C36756,40,South Korea,France,Single,4,High School,Nurse,0,University Admission,Medium,IELTS 5.5,Family,Long-term,Clean,Canada,Family,0,Clear,Passed,87,Paid
C15636,44,Colombia,Singapore,Single,3,Master,Technician,11,None,Medium,None,Tourism,Long-term,Clean,Canada,Visitor,0,Clear,Passed,99,Paid
A05884,39,Sweden,Italy,Widowed,two,Master,Sales,7,University Admission,Medium,IELTS 7.0,Work,Permanent,Previous Visa,UK,,0,Clear,Passed,65,Paid
C05429,61,Saudi Arabia,Morocco,Single,1,Master,Student,19,University Admission,Low,TOEFL 77,Work,Long-term,Clean,Canada,Work,2,Clear,Passed,91,Paid
C82569,29,Peru,Greece,Widowed,1,Bachelor,Developer,15,Family Sponsor,High,IELTS 8.0,Work,Long-term,Clean,Canada,Work,2,Clear,Pending,73,Paid
C63921,55,Switzerland,Nepal,Single,1,High School,Sales,18,Job Offer,Medium,IELTS 5.5,Work,Short-term,Clean,UK,Work,2,Clear,Passed,84,Paid
C06144,33,Portugal,Thailand,Single,1,High School,Analyst,25,None,High,IELTS 6.0,Tourism,Short-term,Clean,Canada,Visitor,0,Clear,Failed,98,Paid
C29827,38,New Zealand,Portugal,Single,5,Bachelor,Sales,3,Job Offer,Medium,IELTS 5.0,Work,Short-term,Clean,UK,Work,0,Clear,Passed,79,Paid
C79749,26,Kuwait,Algeria,Married,3,Bachelor,Designer,13,Job Offer,High,TOEFL 109,Tourism,Long-term,Clean,US,Visitor,2,Clear,Passed,66,Paid
C32185,56,New Zealand,China,Single,2,High School,Farmer,4,Family Sponsor,Medium,IELTS 6.0,Special,Long-term,Clean,US,Special,0,Clear,Passed,68,Paid
C69086,26,Paraguay,Portugal,Single,2,Bachelor,Artist,6,University Admission,High,IELTS 5.0,PR,Permanent,Clean,Canada,PR,2,Clear,Passed,61,Paid
C26840,62,Paraguay,Malaysia,Married,0,High School,Artist,22,None,Low,TOEFL 62,Tourism,Short-term,Clean,US,Visitor,2,Clear,Passed,99,Paid
C95105,65,Portugal,Ethiopia,Single,0,Bachelor,Designer,0,Job Offer,High,TOEFL 75,PR,Permanent,Clean,Australia,PR,1,Clear,Passed,61,Waived
C88611,44,Germany,Bangladesh,Single,5,High School,Artist,15,Family Sponsor,Medium,None,Study,Short-term,Clean,Germany,Student,0,Clear,Passed,73,Paid
C73901,48,Nepal,Oman,Single,1,Bachelor,Teacher,40,Job Offer,Medium,IELTS 6.0,Special,Long-term,Previous Visa,US,Special,0,Clear,Passed,97,Pending
C40472,58,Egypt,Malaysia,Single,5,High School,Farmer,26,Job Offer,High,TOEFL 89,Study,Short-term,Clean,UK,Student,1,Clear,Passed,70,Paid
C16623,32,China,Belgium,Single,3,High School,Designer,20,Job Offer,Medium,TOEFL 99,Family,Short-term,Clean,Australia,Family,0,Clear,Failed,73,Paid
C62688,26,Germany,Italy,Single,1,Bachelor,Teacher,0,Job Offer,Medium,TOEFL 93,Family,Short-term,Previous Visa,UK,Family,0,Clear,Passed,71,Pending
C56354,61,Nigeria,Chile,Single,4,Master,Sales,1,Family Sponsor,High,IELTS 6.0,Work,Long-term,Clean,UK,Work,0,Clear,Passed,94,Paid
C34224,29,Peru,Morocco,Married,5,Bachelor,Engineer,12,Job Offer,Medium,TOEFL 93,PR,Permanent,Clean,UK,PR,2,Clear,Pending,73,Paid
C54403,24,China,Tunisia,Married,3,High School,Engineer,25,None,Medium,TOEFL 81,Tourism,Short-term,Clean,UK,Visitor,0,Clear,Passed,90,Pending
C09287,45,Indonesia,Sri Lanka,Single,1,High School,Technician,36,University Admission,Medium,TOEFL 68,Work,Short-term,Previous Visa,Canada,Work,0,Clear,Passed,71,Paid
C68266,32,Italy,Morocco,Married,3,Bachelor,Chef,4,Family Sponsor,Low,TOEFL 105,Tourism,Long-term,Clean,Germany,Visitor,0,Clear,Passed,91,Pending
C46438,21,Ghana,Venezuela,Married,0,High School,Accountant,9,Job Offer,Medium,TOEFL 89,Family,Long-term,Rejected,UK,Family,0,Clear,Passed,79,Paid
C61000,59,Ghana,South Africa,Single,1,Bachelor,Sales,18,Family Sponsor,Medium,TOEFL 90,Work,Long-term,Clean,Australia,Work,3,Clear,Passed,62,Paid
C107742,51,Saudi Arabia,Canada,Single,4,High School,Designer,29,University Admission,High,IELTS 8.0,Work,Long-term,Clean,Australia,Work,0,Clear,Passed,84,Paid
C109439,50,Italy,India,Married,4,High School,Developer,17,University Admission,High,TOEFL 81,Study,Long-term,Previous Visa,US,Student,0,Clear,Pending,68,Paid
C00506,45,Ghana,Morocco,Married,4,Master,Student,25,None,Medium,TOEFL 75,Tourism,Short-term,Previous Visa,Canada,Visitor,1,Minor Offense,Passed,88,Paid
C36494,64,Venezuela,Philippines,Single,2,Master,Engineer,22,University Admission,Low,TOEFL 93,PR,Permanent,Clean,Canada,PR,1,Clear,Passed,97,Paid
C77298,23,Thailand,Canada,Single,0,PhD,Developer,38,University Admission,Medium,IELTS 5.0,Study,Long-term,Clean,UK,Student,0,Clear,Pending,93,Paid
C62327,19,Philippines,Qatar,Single,0,High School,Manager,31,Job Offer,High,None,Family,Long-term,Clean,US,Family,1,Clear,Passed,70,Paid
C16399,18,Portugal,New Zealand,Single,2,Master,Designer,20,University Admission,Medium,TOEFL 93,Family,Short-term,Clean,US,Family,0,Clear,Passed,87,Pending
C41066,39,Morocco,Finland,Married,0,Master,Analyst,20,Job Offer,High,TOEFL 67,Work,Long-term,Previous Visa,Canada,Work,0,Clear,Failed,70,Paid
C28276,54,Denmark,Colombia,Married,3,Bachelor,Analyst,22,University Admission,Medium,TOEFL 75,Family,Long-term,Clean,Australia,Family,1,Clear,Passed,100,Paid
A08119,55,Guatemala,Vietnam,Single,five,PhD,Student,26,Family Sponsor,Medium,TOEFL 78,Family,Long-term,Rejected,UK,Family,1,Clear,Passed,100,Paid
C102053,23,Belgium,Japan,Single,0,PhD,Doctor,20,University Admission,Medium,None,Family,Long-term,Rejected,Canada,Family,1,Clear,Passed,81,Paid
C108477,50,Singapore,Germany,Married,2,Bachelor,Engineer,6,University Admission,High,TOEFL 87,Work,Long-term,Clean,Canada,Work,2,Clear,Passed,96,Paid
C75511,39,Tunisia,Brazil,Single,2,High School,Accountant,37,Family Sponsor,Medium,IELTS 7.5,Work,Short-term,Clean,US,Work,0,Clear,Passed,77,Paid
C05060,27,Ireland,India,Single,2,High School,Student,11,None,Medium,IELTS 5.5,Tourism,Short-term,Clean,Germany,Visitor,0,Clear,Pending,92,Pending
C52053,27,Thailand,Honduras,Single,1,Bachelor,Driver,10,Job Offer,Medium,IELTS 7.5,Study,Short-term,Previous Visa,Germany,Student,1,Minor Offense,Passed,77,Paid
C50154,20,Greece,Ethiopia,Single,4,High School,Technician,1,University Admission,Medium,IELTS 8.0,Tourism,Long-term,Clean,Canada,Visitor,0,Clear,Passed,60,Pending
A04416,48,Denmark,Guatemala,Married,five,High School,Technician,11,Family Sponsor,High,TOEFL 82,Tourism,Long-term,Clean,Germany,Visitor,1,Clear,Passed,90,Paid
C56646,35,Argentina,Singapore,Single,2,High School,Accountant,6,Job Offer,Medium,TOEFL 75,Family,Short-term,Clean,US,Family,1,Clear,Passed,97,Paid
C48174,28,Malaysia,Honduras,Single,2,High School,Engineer,33,Job Offer,Medium,None,Study,Short-term,Clean,US,Student,1,Clear,Passed,96,Paid
C32058,22,Peru,Finland,Married,2,High School,Accountant,18,Job Offer,High,TOEFL 101,Study,Short-term,Clean,Germany,Student,0,Clear,Passed,73,Paid
C21055,41,Italy,Italy,Married,4,Bachelor,Analyst,24,None,Medium,None,Family,Short-term,Clean,Canada,Family,0,Clear,Passed,91,Paid
C69131,59,Oman,Poland,Divorced,2,Master,Manager,35,None,Medium,None,Work,Long-term,Clean,Germany,Work,0,Clear,Passed,75,Paid
C57634,33,Morocco,Sweden,Single,1,High School,Developer,19,Job Offer,Medium,IELTS 6.5,Study,Short-term,Previous Visa,Australia,Student,0,Clear,Failed,63,Paid
C33803,43,Ghana,Greece,Married,5,Master,Driver,15,University Admission,Low,None,Work,Long-term,Previous Visa,Germany,Work,0,Clear,Pending,94,Paid
C04130,23,Indonesia,Germany,Single,5,High School,Engineer,34,University Admission,Medium,IELTS 7.0,Family,Short-term,Clean,Australia,Family,0,Clear,Passed,75,Paid
C74611,45,Spain,Japan,Single,2,Master,Engineer,27,None,High,IELTS 5.5,Work,Long-term,Clean,Australia,Work,0,Clear,Passed,76,Paid
C46727,34,Malaysia,Colombia,Single,5,Bachelor,Sales,27,Job Offer,High,None,Study,Short-term,Clean,Canada,Student,0,Clear,Passed,68,Paid
C27887,32,Austria,Pakistan,Married,2,Bachelor,Technician,31,University Admission,High,None,Study,Long-term,Clean,US,Student,0,Clear,Passed,94,Paid
C65316,64,France,Canada,Single,4,High School,Doctor,20,Job Offer,Medium,TOEFL 75,Work,Long-term,Clean,Canada,Work,0,Clear,Passed,63,Paid
C03916,54,Ghana,Norway,Married,5,Bachelor,Accountant,26,University Admission,Medium,TOEFL 93,Special,Long-term,Clean,US,Special,0,Clear,Passed,62,Paid
C02111,37,Bangladesh,Italy,Married,1,High School,Doctor,33,Job Offer,High,TOEFL 66,Study,Long-term,Clean,Australia,Student,1,Clear,Passed,66,Paid
C55647,49,Venezuela,South Korea,Married,0,High School,Manager,30,Family Sponsor,High,None,Work,Long-term,Clean,UK,Work,0,Minor Offense,Passed,100,Pending
C01200,43,UAE,Brazil,Single,5,Master,Student,6,University Admission,Medium,IELTS 8.0,Tourism,Long-term,Clean,Canada,Visitor,0,Clear,Passed,85,Paid
C104859,34,UK,Norway,Single,1,High School,Manager,12,None,Medium,TOEFL 95,Tourism,Short-term,Clean,US,Visitor,0,Clear,Passed,78,Paid
C108754,19,Tunisia,Egypt,Single,5,High School,Farmer,15,None,Medium,IELTS 8.5,Work,Long-term,Rejected,US,Work,1,Clear,Pending,95,Paid
C06360,21,Singapore,Germany,Single,4,High School,Technician,37,Job Offer,High,TOEFL 70,Family,Short-term,Previous Visa,US,Family,0,Clear,Passed,81,Paid
C64765,48,Peru,Germany,Married,0,Master,Accountant,4,University Admission,Medium,IELTS 6.5,Tourism,Long-term,Clean,Canada,Visitor,0,Clear,Passed,84,Paid
C43707,20,Saudi Arabia,Turkey,Married,2,Bachelor,Student,8,None,High,TOEFL 84,Work,Long-term,Clean,UK,Work,0,Clear,Pending,87,Paid
C94657,46,Italy,Pakistan,Single,4,High School,Student,13,None,Low,TOEFL 79,PR,Permanent,Clean,Australia,PR,0,Clear,Passed,81,Paid
C56129,33,South Africa,Kuwait,Single,4,Master,Engineer,9,Job Offer,Medium,IELTS 5.5,Work,Short-term,Clean,Germany,Work,0,Clear,Passed,78,Pending
C99634,31,Oman,Italy,Single,5,High School,Farmer,25,None,Medium,TOEFL 81,Tourism,Short-term,Clean,UK,Visitor,0,Clear,Passed,96,Paid
C01257,45,Colombia,Peru,Single,1,High School,Driver,3,Family Sponsor,High,TOEFL 71,Family,Long-term,Clean,UK,Family,0,Clear,Passed,61,Paid
C96738,29,India,UAE,Married,0,Bachelor,Sales,39,University Admission,Medium,None,Family,Short-term,Previous Visa,Canada,Family,1,Clear,Passed,89,Paid
C39687,31,Sri Lanka,Turkey,Divorced,3,Bachelor,Farmer,17,Family Sponsor,Low,IELTS 7.0,Work,Short-term,Previous Visa,UK,Work,2,Minor Offense,Passed,100,Paid
C65446,19,Belgium,Kenya,Single,0,Master,Doctor,14,None,High,IELTS 8.5,PR,Permanent,Clean,UK,PR,0,Minor Offense,Passed,81,Pending
C93604,26,South Korea,Portugal,Single,2,Master,Technician,18,University Admission,Medium,TOEFL 68,Study,Short-term,Clean,US,Student,0,Clear,Passed,79,Waived
C81797,39,Malaysia,Paraguay,Divorced,5,Bachelor,Accountant,24,None,High,TOEFL 86,Work,Short-term,Clean,UK,Work,1,Clear,Passed,91,Paid
